card,city,date,event,fightRound,fighterOne,fighterOneUrl,fighterTwo,fighterTwoUrl,method,notes,result,roundTime,weightclass,,,,,,,,,,,,,
,"Mulvane, Kansas","October 24, 2014",Bellator 130: Newton vs. Vassell,3,Darrion Caldwell,/wiki/Darrion_Caldwell,Anthony Dizy,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Mulvane, Kansas","October 24, 2014",Bellator 130: Newton vs. Vassell,3,Aaron Derrow,N/A,Nate Jolly,N/A,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Mulvane, Kansas","October 24, 2014",Bellator 130: Newton vs. Vassell,1,Alex Huddleston,/wiki/Alex_Huddleston,Derek Bohi,N/A,TKO (punches),,def.,04:04,Heavyweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,3,Tito Ortiz,/wiki/Tito_Ortiz,Stephan Bonnar,/wiki/Stephan_Bonnar,"Decision (split) (30-27, 28-29, 30-27)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,4,Will Brooks,/wiki/Will_Brooks,Michael Chandler,/wiki/Michael_Chandler,TKO (punches),,def.,03:48,Lightweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,2,Joe Schilling,/wiki/Joe_Schilling,Melvin Manhoef,/wiki/Melvin_Manhoef,KO (punch),,def.,00:32,Middleweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,1,Mike Richman,/wiki/Mike_Richman,Nam Phan,/wiki/Nam_Phan,TKO (punches),,def.,00:46,Catchweight (143 lbs),,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,3,Muhammed Lawal,/wiki/Muhammed_Lawal,Joe Vedepo,/wiki/Joe_Vedepo,TKO (punches),,def.,00:39,Light Heavyweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,1,A.J. Matthews,/wiki/A.J._Matthews,Kyle Bolt,N/A,TKO (punches),,def.,01:39,Middleweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,3,Jonathan Santa Maria,N/A,Ron Henderson,N/A,"Decision (split) (29-28, 28-29, 30-27)",,def.,05:00,Flyweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,1,Jordan Bailey,N/A,Alex Higley,N/A,Submission (rear-naked choke),,def.,03:27,Featherweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,2,Nick Garcia,N/A,Matthew Ramirez,N/A,Submission (guillotine choke),,def.,00:56,Flyweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,3,Andy Murad,/wiki/Andy_Murad,Bubba Pugh,N/A,"Decision (split) (29-28, 28-29, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,3,Rolando Perez,/wiki/Rolando_Perez,Mark Vorgeas,N/A,"Split Draw (29-27, 26-30, 28-28)",,vs.,05:00,Bantamweight,,,,,,,,,,,,,
,"San Diego, California","November 15, 2014",Bellator 131: Tito vs. Bonnar,3,Joao Faria,N/A,Ian Bulter,N/A,Submission (head and arm choke),,def.,01:58,Lightweight,,,,,,,,,,,,,
,"Temecula, California","January 16, 2015",Bellator 132: Pitbull vs. Straus 2,4,Patricio Freire,/wiki/Patricio_Freire,Daniel Mason-Straus,/wiki/Daniel_Mason-Straus,Submission (rear-naked choke),,def.,04:49,Featherweight,,,,,,,,,,,,,
,"Temecula, California","January 16, 2015",Bellator 132: Pitbull vs. Straus 2,1,Georgi Karakhanyan,/wiki/Georgi_Karakhanyan,Bubba Jenkins,/wiki/Bubba_Jenkins,Technical Submission (guillotine choke),,def.,01:49,Featherweight,,,,,,,,,,,,,
,"Temecula, California","January 16, 2015",Bellator 132: Pitbull vs. Straus 2,3,Virgil Zwicker,/wiki/Virgil_Zwicker,Houston Alexander,/wiki/Houston_Alexander,"Decision (split) (29-28, 27-30, 29-28)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Temecula, California","January 16, 2015",Bellator 132: Pitbull vs. Straus 2,3,Fernando Gonzalez,/wiki/Fernando_Gonzalez_(fighter),Marius Å_aromskis,/wiki/Marius_%C5%BDaromskis,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Temecula, California","January 16, 2015",Bellator 132: Pitbull vs. Straus 2,2,John Salter,/wiki/John_Salter,Dustin Jacoby,/wiki/Dustin_Jacoby,Submission (rear-naked choke),,def.,03:33,Middleweight,,,,,,,,,,,,,
,"Temecula, California","January 16, 2015",Bellator 132: Pitbull vs. Straus 2,2,Everett Cummings,N/A,Jason Glaza,N/A,Technical Submission (rear-naked choke),,def.,01:55,Heavyweight,,,,,,,,,,,,,
,"Temecula, California","January 16, 2015",Bellator 132: Pitbull vs. Straus 2,2,Steve Kozola,/wiki/Steve_Kozola,Jonathan Rivera,N/A,KO (punches),,def.,01:25,Lightweight,,,,,,,,,,,,,
,"Temecula, California","January 16, 2015",Bellator 132: Pitbull vs. Straus 2,3,Derek Anderson,/wiki/Derek_Anderson_(fighter),Danny Navarro,N/A,TKO (punches),,def.,03:51,Lightweight,,,,,,,,,,,,,
,"Temecula, California","January 16, 2015",Bellator 132: Pitbull vs. Straus 2,2,Albert Morales,N/A,Fabian Gonzalez,N/A,Submission (rear-naked choke),,def.,03:12,Bantamweight,,,,,,,,,,,,,
,"Temecula, California","January 16, 2015",Bellator 132: Pitbull vs. Straus 2,2,Chris Herrera,N/A,Luc Bondole,N/A,KO (punch),,def.,03:21,Middleweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,2,Alexander Shlemenko,/wiki/Alexander_Shlemenko,Melvin Manhoef,/wiki/Melvin_Manhoef,No Contest (overturned),,vs,01:25,Middleweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,3,Daniel Weichel,/wiki/Daniel_Weichel,Pat Curran,/wiki/Pat_Curran_(fighter),"Decision (split) (28-29, 29-28, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,3,Julia Budd,/wiki/Julia_Budd,Gabrielle Halloway,N/A,"Decision (unanimous) (30-26, 30-25, 30-24)",,def.,05:00,Women's Featherweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,3,Chris Honeycutt,/wiki/Chris_Honeycutt,Clayton MacFarlane,N/A,TKO (body punches),,def.,04:16,Welterweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,3,Emilio Chavez,N/A,Art Arciniega,N/A,"Decision (unanimous) (30-27, 29-28, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,1,Blake Watkins,N/A,George Zuniga,N/A,KO (punches),,def.,00:55,Middleweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,1,Paul Ruiz,/wiki/Paul_Ruiz_(mixed_martial_artist),Nicolas Sperling,N/A,Submission (guillotine choke),,def.,00:43,Bantamweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,2,Nick Bustamante,N/A,Luis Jauregui,N/A,Submission (armbar),,def.,00:35,Lightweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,1,John Paul Elias,N/A,Cody Sons,N/A,TKO (punches),,def.,00:40,Light Heavyweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,1,Mason Fowler,N/A,Marko Damiani,N/A,TKO (punches),,def.,01:02,Welterweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,2,Jonathan Contrestano,N/A,Ryan Tobar,N/A,TKO (doctor stoppage),,def.,02:40,Lightweight,,,,,,,,,,,,,
,"Fresno, California","February 13, 2015",Bellator 133: Shlemenko vs. Manhoef,3,Adam Piccolotti,/wiki/Adam_Piccolotti,Andrew Ramm,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Catchweight (160 lbs),,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,5,Liam McGeary,/wiki/Liam_McGeary,Emanuel Newton,/wiki/Emanuel_Newton,"Decision (unanimous) (48-46, 48-47, 48-47)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,3,Muhammed Lawal,/wiki/Muhammed_Lawal,Cheick Kongo,/wiki/Cheick_Kongo,"Decision (split) (30-27, 28-29, 29-28)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,3,Paul Daley,/wiki/Paul_Daley,AndrÌ© Santos,/wiki/Andr%C3%A9_Santos_(fighter),"Decision (unanimous) (29-27, 29-28, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,2,Linton Vassell,/wiki/Linton_Vassell,Rameau Thierry Sokoudjou,/wiki/Rameau_Thierry_Sokoudjou,TKO (punches),,def.,03:18,Light Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,1,Brennan Ward,/wiki/Brennan_Ward,Curtis Millender,/wiki/Curtis_Millender,Submission (rear-naked choke),,def.,01:39,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,1,Dean Hancock,N/A,Mike Mangan,N/A,Submission (rear-naked choke),,def.,01:33,Lightweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,2,Matt Bessette,/wiki/Matt_Bessette,Josh LaBerge,/wiki/Josh_LaBerge,TKO (doctor stoppage),,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,1,Raphael Butler,/wiki/Raphael_Butler,Josh Diekmann,/wiki/Josh_Diekmann,Submission (standing guillotine),,def.,01:04,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,1,Tamdan McCrory,/wiki/Tamdan_McCrory,Jason Butcher,/wiki/Jason_Butcher,Submission (armbar),,def.,01:06,Middleweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,1,Neiman Gracie,/wiki/Neiman_Gracie,Bobby Flynn,N/A,Submission (neck crank),,def.,02:36,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 27, 2015",Bellator 134: The British Invasion,3,Blair Tugman,/wiki/Blair_Tugman,Marvin Maldonado,/wiki/Marvin_Maldonado,"Decision (unanimous) (30-26, 30-27, 30-27)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,2,Marcos GalvÌ£o,/wiki/Marcos_Galv%C3%A3o,Joe Warren,/wiki/Joe_Warren_(fighter),Verbal Submission (kneebar),,def.,00:45,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,3,L.C. Davis,/wiki/L.C._Davis,Hideo Tokoro,/wiki/Hideo_Tokoro,"Decision (split) (29-28, 28-29, 29-28)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,3,Francis Carmont,/wiki/Francis_Carmont,Guilherme Viana,/wiki/Guilherme_Viana,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,1,Ryan Couture,/wiki/Ryan_Couture,Dakota Cochrane,/wiki/Dakota_Cochrane,Submission (rear-naked choke),,def.,03:23,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,1,Rashad Coulter,N/A,Jeremiah O'Neal,N/A,TKO (knee and punches),,def.,01:44,Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,3,Emmanuel Sanchez,/wiki/Emmanuel_Sanchez,Alejandro Villalobos,N/A,"Decision (unanimous) (30-27, 29-28, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,3,Sean Holden,N/A,Tim Roman,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,3,Neal Ewing,N/A,Logan Nail,N/A,"Decision (unanimous) (30-27, 30-27, 29-28)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,2,Stephen Banaszak,/wiki/Stephen_Banaszak,Brad Mitchell,N/A,Submission (omoplata),,def.,02:51,Featherweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,1,Klayton Mai,N/A,Xavier Siller,N/A,Submission (neck crank),,def.,03:55,Flyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 27, 2015",Bellator 135: Warren vs. Galvao 2,1,Geo Pacurariu,N/A,J.P. Cole,N/A,Submission (straight armbar),,def.,02:59,Bantamweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,5,Will Brooks,/wiki/Will_Brooks,Dave Jansen,/wiki/Dave_Jansen,"Decision (unanimous) (49-46, 49-46, 49-46)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,3,Rafael Carvalho,/wiki/Rafael_Carvalho,Joe Schilling,/wiki/Joe_Schilling,"Decision (split) (29-28, 28-29, 30-27)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,3,Marcin Held,/wiki/Marcin_Held,Alexander Sarnavskiy,/wiki/Alexander_Sarnavskiy,Verbal Submission (kneebar),,def.,01:11,Lightweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,3,Tony Johnson,/wiki/Tony_Johnson_(fighter),Alexander Volkov,/wiki/Alexander_Volkov_(fighter),"Decision (split) (29-28, 29-28, 28-29)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,3,Joey Beltran,/wiki/Joey_Beltran,Brian Rogers,/wiki/Brian_Rogers_(fighter),"Decision (majority) (29-27, 29-28, 28-28)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,3,Saad Awad,/wiki/Saad_Awad,Rob Sinclair,N/A,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,3,John Teixeira,/wiki/John_Teixeira,FabrÌ_cio Guerreiro,/wiki/Fabr%C3%ADcio_Guerreiro,"Decision (split) (29-28, 29-28, 28-29)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,2,Cleber Luciano,/wiki/Cleber_Luciano,Aaron Miller,/wiki/Aaron_Miller_(mixed_martial_artist),Submission (armbar),,def.,04:36,Catchweight (150 lbs),,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,3,Chris Herrera,N/A,Luc Bondole,N/A,"Draw (27-29, 29-28, 28-28)",,vs.,05:00,Middleweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,1,Steve Ramirez,N/A,Jonathan Santa Maria,N/A,Submission (toe hold),,def.,03:29,Flyweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,2,Justin Governale,N/A,Jay Bogan,N/A,Submission (rear-naked choke),,def.,02:09,Featherweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,1,Chad George,/wiki/Chad_George,Mark Vorgeas,N/A,Technical Submission (Von Flue choke),,def.,03:37,Bantamweight,,,,,,,,,,,,,
,"Irvine, California","April 10, 2015",Bellator 136: Brooks vs. Jansen,1,A.J. McKee,/wiki/A.J._McKee,Marcos Bonilla,N/A,Submission (rear-naked choke),,def.,02:08,Featherweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,4,Brandon Halsey,/wiki/Brandon_Halsey,Kendall Grove,/wiki/Kendall_Grove,TKO (punches),,def.,02:25,Catchweight (188 lbs),,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,3,Eduardo Dantas,/wiki/Eduardo_Dantas,Mike Richman,/wiki/Mike_Richman,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Catchweight (139 lbs),,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,3,Fernando Gonzalez,/wiki/Fernando_Gonzalez_(fighter),Curtis Millender,/wiki/Curtis_Millender,Submission (guillotine choke),,def.,01:14,Welterweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,3,Darrion Caldwell,/wiki/Darrion_Caldwell,Rafael Silva,/wiki/Rafael_Silva_(fighter),"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,3,Joe Taimanglo,/wiki/Joe_Taimanglo,Antonio Duarte,N/A,KO (punch),,def.,01:00,Bantamweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,3,Jordan Parsons,/wiki/Jordan_Parsons,Julio Cesar Neves,/wiki/Julio_Cesar_Neves,Submission (arm-triangle choke),,def.,04:09,Featherweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,1,Virgil Zwicker,/wiki/Virgil_Zwicker,Razak Al-Hassan,/wiki/Razak_Al-Hassan,KO (punch),,def.,03:51,Light Heavyweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,2,Ricky Rainey,/wiki/Ricky_Rainey,Jesse Juarez,/wiki/Jesse_Juarez,KO (knee),,def.,01:13,Welterweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,3,Albert Morales,N/A,John Yoo,N/A,TKO (punches),,def.,01:43,Bantamweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,3,Shawn Bunch,/wiki/Shawn_Bunch,Rolando Perez,/wiki/Rolando_Perez,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,1,Steve Kozola,/wiki/Steve_Kozola,Ian Butler,N/A,KO (punches),,def.,02:22,Lightweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,1,Arlene Blencowe,/wiki/Arlene_Blencowe,Adrienna Jenkins,/wiki/Adrienna_Jenkins,TKO (punches),,def.,04:08,Women's Featherweight,,,,,,,,,,,,,
,"Temecula, California","May 15, 2015",Bellator 137: Halsey vs. Grove,3,Ben Reiter,/wiki/Ben_Reiter,Benji Radach,/wiki/Benji_Radach,"Decision (unanimous) (30-27, 29-28, 30-27)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,1,Kimbo Slice,/wiki/Kimbo_Slice,Ken Shamrock,/wiki/Ken_Shamrock,KO (punches),,def.,02:22,Catchweight (232 lbs),,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,2,PatrÌ_cio Freire,/wiki/Patr%C3%ADcio_Freire,Daniel Weichel,/wiki/Daniel_Weichel,KO (punch),,def.,00:32,Featherweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,2,Bobby Lashley,/wiki/Bobby_Lashley,Dan Charles,/wiki/Dan_Charles_(fighter),TKO (punches),,def.,04:14,Heavyweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,2,Daniel Mason-Straus,/wiki/Daniel_Mason-Straus,Henry Corrales,N/A,Submission (guillotine choke),,def.,03:47,Featherweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,1,Michael Chandler,/wiki/Michael_Chandler,Derek Campos,/wiki/Derek_Campos,Submission (rear-naked choke),,def.,02:17,Lightweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,2,Justin Guthrie,N/A,Steven Mann,N/A,Submission (D'Arce choke),,def.,01:09,Welterweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,1,Justin Lawrence,/wiki/Justin_Lawrence,Sean Wilson,N/A,TKO (elbows and punches),,def.,04:56,Featherweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,3,Chris Heatherly,/wiki/Chris_Heatherly,Garrett Gross,N/A,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Catchweight (160 lbs),,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,2,Kyle Kurtz,N/A,Adam Cella,/wiki/Adam_Cella,Submission (armbar),,def.,04:13,Welterweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,3,Hugh Pulley,N/A,Eric Irvin,N/A,"Decision (split) (29-28, 28-29, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,3,Miles McDonald,N/A,Dan O‰ÛªConnor,N/A,Submission (rear-naked choke),,def.,04:30,Strawweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,2,Garrett Mueller,N/A,A.J. Siscoe,N/A,Submission (rear-naked choke),,def.,01:26,Bantamweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,1,Enrique Watson,N/A,Kain Royer,N/A,Submission (rear-naked choke),,def.,00:41,Middleweight,,,,,,,,,,,,,
,"St. Louis, Missouri","June 19, 2015",Bellator 138: Unfinished Business,1,Rashard Lovelace,N/A,Matt Helm,N/A,TKO (leg kick),,def.,00:58,Catchweight (165 lbs),,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,3,Cheick Kongo,/wiki/Cheick_Kongo,Alexander Volkov,/wiki/Alexander_Volkov_(fighter),"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,1,David Rickels,/wiki/David_Rickels,John Alessio,/wiki/John_Alessio,No Contest (illegal knee),,vs.,02:24,Lightweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,2,Hisaki Kato,/wiki/Hisaki_Kato,Joe Schilling,/wiki/Joe_Schilling,KO (superman punch),,def.,00:34,Middleweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,3,Pat Curran,/wiki/Pat_Curran_(fighter),Emmanuel Sanchez,/wiki/Emmanuel_Sanchez,"Decision (unanimous) (30-27, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,2,Aaron Ely,N/A,Jeimeson Saudino,N/A,Submission (guillotine choke),,def.,01:05,Bantamweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,3,Bryanna Fissori,N/A,Iony Razafiarison,N/A,"Decision (unanimous) (29-28, 29-28, 29-28)",,def.,05:00,Women's Featherweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,1,Alex Huddleston,/wiki/Alex_Huddleston,Javy Ayala,/wiki/Javy_Ayala,Submission (rear-naked choke),,def.,01:12,Heavyweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,2,Augusto Sakai,/wiki/Augusto_Sakai,Daniel Gallemore,/wiki/Daniel_Gallemore,TKO (retirement),,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,2,Bubba Jenkins,/wiki/Bubba_Jenkins,Joe Wilk,N/A,TKO (punches),,def.,01:00,Featherweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,3,Bobby Cooper,N/A,Pablo Villaseca,N/A,"Decision (split) (28-29, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,1,GastÌ_n Reyno,/wiki/Gast%C3%B3n_Reyno,Greg Scott,N/A,Submission (guillotine choke),,def.,01:17,Featherweight,,,,,,,,,,,,,
,"Mulvane, Kansas","June 26, 2015",Bellator 139: Kongo vs. Volkov,1,Frederick Brown,N/A,Derek Bohi,N/A,TKO (punches),,def.,00:29,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,5,Andrey Koreshkov,/wiki/Andrey_Koreshkov,Douglas Lima,/wiki/Douglas_Lima,"Decision (unanimous) (48-47, 50-45, 50-45)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,2,Paul Daley,/wiki/Paul_Daley,Dennis Olson,/wiki/Dennis_Olson_(mixed_martial_artist),TKO (punches),,def.,01:12,Catchweight (173 lbs),,,,,,,,,,,,,
,"Uncasville, Connecticut","July 17, 2015",Bellator 140: Lima vs. Koreshkov,1,Brennan Ward,/wiki/Brennan_Ward,Roger Carroll,N/A,KO (punch),,def.,02:06,Welterweight,,,,,,,,,,,,,
